"HUC08"	"Region"	"RegionName"	"WaterbodyName"	"WBID"	"Category"	"Impairments"	"Exceedances"	"Pollutant"	"PollutantCategory"	"EstimatedSizeAffected"	"Unit"	"WaterbodyType"	"WBType"	"ReachCode"	"Year"	"PotentialSources"	"SourceCategory"	"COMID"	"Comments"
"15060106B"	"MG"	"Middle Gila"	"SEVEN SPRINGS WASH/Headwaters - Unnamed Trib @ 33 57’58.66”/111 51’52.07”/1"	"15060106B-412"	"Category 1"	"FC-Attaining • BC-Attaining • AW-Attaining"	NA	NA	NA	5.17	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20476618	"MGSSW000.38"
"15060202"	"VR"	"Verde River"	"VERDE RIVER/Beaver Creek - 15060203 boundary"	"15060202-001"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	1.08	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060202"	"VR"	"Verde River"	"BEAVER CREEK/Dry Beaver Creek - Verde River/1"	"15060202-002"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Inconclusive"	NA	NA	NA	9.269	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454258	"VRBEV000.72"
"15060202"	"VR"	"Verde River"	"BEAVER CREEK/Dry Beaver Creek - Verde River/1"	"15060202-002"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Inconclusive"	NA	NA	NA	9.269	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454224	"VRBEV005.46"
"15060202"	"VR"	"Verde River"	"BEAVER CREEK/Dry Beaver Creek - Verde River/1"	"15060202-002"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Inconclusive"	NA	NA	NA	9.269	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454224	"VRBEV005.74"
"15060202"	"VR"	"Verde River"	"WET BEAVER CREEK/ Rarick - Dry Beaver Creek/  1"	"15060202-003"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	6.595	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454550	"VRWBV006.54"
"15060202"	"VR"	"Verde River"	"WET BEAVER CREEK/ Rarick - Dry Beaver Creek/  1"	"15060202-003"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	6.595	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454156	"VRWBV002.97"
"15060202"	"VR"	"Verde River"	"WET BEAVER CREEK/ Long Canyon - Rarick/  1"	"15060202-004"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Attaining"	NA	NA	NA	6.529	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454582	"VRWBV009.31"
"15060202"	"VR"	"Verde River"	"WET BEAVER CREEK/ Long Canyon - Rarick/  1"	"15060202-004"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Attaining"	NA	NA	NA	6.529	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454544	"VRWBV012.35"
"15060202"	"VR"	"Verde River"	"WET BEAVER CREEK/ Long Canyon - Rarick/  1"	"15060202-004"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Attaining"	NA	NA	NA	6.529	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454544	"VRWBV012.56"
"15060202"	"VR"	"Verde River"	"VERDE RIVER/Oak Creek - Beaver Creek/1"	"15060202-015"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	12.169	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20453966	"VRVER127.02"
"15060202"	"VR"	"Verde River"	"VERDE RIVER/Oak Creek - Beaver Creek/1"	"15060202-015"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	12.169	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454176	"VRVER121.49"
"15060202"	"VR"	"Verde River"	"OAK CREEK/Spring Creek - Verde River/1"	"15060202-016"	"Category 5"	"DWS-Inconclusive • FC-Inconclusive • BC-Impaired /AGI-Inconclusive • AGL-Inconclusive • AW-Inconclusive"	"Add E. coli to the 303(d) list."	"Add E. coli to the 303(d) list."	NA	12.676	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20453858	"VROAK002.96"
"15060202"	"VR"	"Verde River"	"OAK CREEK/Dry Creek - Spring Creek/1"	"15060202-017"	"Category 4"	"DWS-Inconclusive • FC-Attaining • BC-NotAttaining/AGI-Attaining • AGL-Attaining • AW-Attaining"	"E. coli (2006)"	"E. coli (2006)"	NA	10.049	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20453670	"VROAK016.70"
"15060202"	"VR"	"Verde River"	"OAK CREEK/Dry Creek - Spring Creek/1"	"15060202-017"	"Category 4"	"DWS-Inconclusive • FC-Attaining • BC-NotAttaining/AGI-Attaining • AGL-Attaining • AW-Attaining"	"E. coli (2006)"	"E. coli (2006)"	NA	10.049	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454478	"VROAK017.49"
"15060202"	"VR"	"Verde River"	"OAK CREEK/Dry Creek - Spring Creek/1"	"15060202-017"	"Category 4"	"DWS-Inconclusive • FC-Attaining • BC-NotAttaining/AGI-Attaining • AGL-Attaining • AW-Attaining"	"E. coli (2006)"	"E. coli (2006)"	NA	10.049	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454568	"VROAK013.95"
"15060202"	"VR"	"Verde River"	"OAK CREEK/West Fork Oak Creek - Trib at 345709 / 1114513/1"	"15060202-018A"	"Category 4"	"DWS-Attaining • FC-Attaining • BC-NotAttaining/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	"Cadmium (dissolved)"	"Cadmium (dissolved)"	NA	5	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454424	"VROAK045.64"
"15060202"	"VR"	"Verde River"	"OAK CREEK/Tributary at 345709 / 1114513 - Slide Rock SP/1"	"15060202-018B"	"Category 4"	"DWS-Inconclusive • FC-Inconclusive • BC-NotAttaining AGI-Inconclusive • AGL-Inconclusive • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	1.5	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454424	"VROAK043.73"
"15060202"	"VR"	"Verde River"	"OAK CREEK/Slide Rock boundary - Dry Creek/1"	"15060202-018C"	"Category 4"	"DWS-Attaining • FC-Attaining • BC-NotAttaining/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	20	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20453456	"VROAK034.02"
"15060202"	"VR"	"Verde River"	"OAK CREEK/Slide Rock boundary - Dry Creek/1"	"15060202-018C"	"Category 4"	"DWS-Attaining • FC-Attaining • BC-NotAttaining/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	20	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20453306	"VROAK038.61"
"15060202"	"VR"	"Verde River"	"OAK CREEK/Slide Rock boundary - Dry Creek/1"	"15060202-018C"	"Category 4"	"DWS-Attaining • FC-Attaining • BC-NotAttaining/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	20	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20453508	"VROAK028.24"
"15060202"	"VR"	"Verde River"	"OAK CREEK/Slide Rock boundary - Dry Creek/1"	"15060202-018C"	"Category 4"	"DWS-Attaining • FC-Attaining • BC-NotAttaining/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	20	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20453472	"VROAK031.38"
"15060202"	"VR"	"Verde River"	"OAK CREEK/Slide Rock boundary - Dry Creek/1"	"15060202-018C"	"Category 4"	"DWS-Attaining • FC-Attaining • BC-NotAttaining/AGI-Attaining • AGL-Attaining • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	20	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454424	"VROAK042.78"
"15060202"	"VR"	"Verde River"	"OAK CREEK/Headwaters - West Fork Oak Creek/1"	"15060202-019"	"Category 4"	"DWS-Inconclusive • FC-Inconclusive • BC-NotAttaining AGI-Inconclusive • AGL-Inconclusive • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	7.407	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20453030	"VROAK048.36"
"15060202"	"VR"	"Verde River"	"OAK CREEK/Headwaters - West Fork Oak Creek/1"	"15060202-019"	"Category 4"	"DWS-Inconclusive • FC-Inconclusive • BC-NotAttaining AGI-Inconclusive • AGL-Inconclusive • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	7.407	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20453030	"VROAK047.96"
"15060202"	"VR"	"Verde River"	"OAK CREEK/Headwaters - West Fork Oak Creek/1"	"15060202-019"	"Category 4"	"DWS-Inconclusive • FC-Inconclusive • BC-NotAttaining AGI-Inconclusive • AGL-Inconclusive • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	7.407	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20450530	"VROAK049.65"
"15060202"	"VR"	"Verde River"	"OAK CREEK/Headwaters - West Fork Oak Creek/1"	"15060202-019"	"Category 4"	"DWS-Inconclusive • FC-Inconclusive • BC-NotAttaining AGI-Inconclusive • AGL-Inconclusive • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	7.407	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20450530	"VROAK048.92"
"15060202"	"VR"	"Verde River"	"WEST FORK OAK CREEK/ Headwaters - Oak Creek/  1"	"15060202-020"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Inconclusive"	NA	NA	NA	15.834	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20453032	"VRWOK000.82"
"15060202"	"VR"	"Verde River"	"SPRING CREEK (SPN)/Coffee Creek - Oak Creek/1"	"15060202-022"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive AGL-Inconclusive • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	6.446	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454490	"VRSPN001.89"
"15060202"	"VR"	"Verde River"	"SPRING CREEK (SPN)/Coffee Creek - Oak Creek/1"	"15060202-022"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive AGL-Inconclusive • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	6.446	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454490	"VRSPN000.19"
"15060202"	"VR"	"Verde River"	"SPRING CREEK (SPN)/Coffee Creek - Oak Creek/1"	"15060202-022"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive AGL-Inconclusive • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	6.446	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454490	"VRSPN002.04"
"15060202"	"VR"	"Verde River"	"SPRING CREEK (SPN)/Coffee Creek - Oak Creek/1"	"15060202-022"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive AGL-Inconclusive • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	6.446	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454490	"VRSPN000.78"
"15060202"	"VR"	"Verde River"	"SPRING CREEK (SPN)/Coffee Creek - Oak Creek/1"	"15060202-022"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive AGL-Inconclusive • AW-Inconclusive"	"E. coli (2006)"	"E. coli (2006)"	NA	6.446	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454490	"VRSPN002.64"
"15060202"	"VR"	"Verde River"	"VERDE RIVER/Sycamore Creek - Oak Creek/1"	"15060202-025"	"Category 5"	"FC-Attaining • BC-Impaired • AGI-Attaining/AGL-Attaining • AW-Impaired"	"Add Dissolved Oxygen and E. coli to the 303(d) list."	"Add Dissolved Oxygen and E. coli to the 303(d) list."	NA	25.225	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20452618	"VRVER137.75"
"15060202"	"VR"	"Verde River"	"VERDE RIVER/Sycamore Creek - Oak Creek/1"	"15060202-025"	"Category 5"	"FC-Attaining • BC-Impaired • AGI-Attaining/AGL-Attaining • AW-Impaired"	"Add Dissolved Oxygen and E. coli to the 303(d) list."	"Add Dissolved Oxygen and E. coli to the 303(d) list."	NA	25.225	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20452618	"VRVER137.80"
"15060202"	"VR"	"Verde River"	"VERDE RIVER/Sycamore Creek - Oak Creek/1"	"15060202-025"	"Category 5"	"FC-Attaining • BC-Impaired • AGI-Attaining/AGL-Attaining • AW-Impaired"	"Add Dissolved Oxygen and E. coli to the 303(d) list."	"Add Dissolved Oxygen and E. coli to the 303(d) list."	NA	25.225	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20452618	"VRVER137.53"
"15060202"	"VR"	"Verde River"	"VERDE RIVER/Sycamore Creek - Oak Creek/1"	"15060202-025"	"Category 5"	"FC-Attaining • BC-Impaired • AGI-Attaining/AGL-Attaining • AW-Impaired"	"Add Dissolved Oxygen and E. coli to the 303(d) list."	"Add Dissolved Oxygen and E. coli to the 303(d) list."	NA	25.225	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20451706	"VRVER140.64"
"15060202"	"VR"	"Verde River"	"SYCAMORE CREEK (SYW)/Cedar Creek - Verde River/1"	"15060202-026"	"Category 1"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Attaining"	NA	NA	NA	11.696	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20451390	"VRSYW001.72"
"15060202"	"VR"	"Verde River"	"SYCAMORE CREEK (SYW)/Cedar Creek - Verde River/1"	"15060202-026"	"Category 1"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Attaining"	NA	NA	NA	11.696	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20451460	"VRSYW000.77"
"15060202"	"VR"	"Verde River"	"VERDE RIVER/15060202 - 065 - Railroad Dr/1"	"15060202-037"	"Category 2"	"FC-Inconclusive • BC-Attaining • AGI-Inconclusive/AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	10.678	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20451326	"VRVER164.63"
"15060202"	"VR"	"Verde River"	"VERDE RIVER/Hell Canyon - 15060202 - 065"	"15060202-038"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Attaining/AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	5.969	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20451324	"VRVER165.07"
"15060202"	"VR"	"Verde River"	"VERDE RIVER/Granite Creek - Hell Canyon/1"	"15060202-052"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	16.398	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20451432	"VRVER185.21"
"15060202"	"VR"	"Verde River"	"VERDE RIVER/Granite Creek - Hell Canyon/1"	"15060202-052"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	16.398	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20452528	"VRVER179.25"
"15060202"	"VR"	"Verde River"	"GRANITE CREEK/Headwaters - Yavapai Reservation/1"	"15060202-059A"	"Category 4/5"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	"E. coli (2010)"	"E. coli (2010)"	NA	6.2	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20452080	"VRGRA029.97"
"15060202"	"VR"	"Verde River"	"GRANITE CREEK/Headwaters - Yavapai Reservation/1"	"15060202-059A"	"Category 4/5"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	"E. coli (2010)"	"E. coli (2010)"	NA	6.2	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20452066	"VRGRA027.35"
"15060202"	"VR"	"Verde River"	"GRANITE CREEK/Headwaters - Yavapai Reservation/1"	"15060202-059A"	"Category 4/5"	"FC-Inconclusive • BC-NotAttaining • AGI-Inconclusive/AGL-Inconclusive • AW-Impaired"	"E. coli (2010)"	"E. coli (2010)"	NA	6.2	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20452114	"VRGRA033.51"
"15060202"	"VR"	"Verde River"	"Granite CREEK/Watson Lake - Willow Creek @ 3436’54.59”/11225’8.66”/1"	"15060202-059C"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive/AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	1.6	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060202"	"VR"	"Verde River"	"WALKER CREEK/ Headwaters - Wet Beaver Creek/  1"	"15060202-259"	"Category 1"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Attaining"	NA	NA	NA	7.829	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20454078	"VRWLK000.99"
"15060202"	"VR"	"Verde River"	"NORTH GRANITE CREEK/Headwaters - Granite Creek/1"	"15060202-757"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AW-Inconclusive"	"E. coli (2016)"	"E. coli (2016)"	NA	1.64	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060202"	"VR"	"Verde River"	"MILLER CREEK/Headwaters - Granite Creek/1"	"15060202-767"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AW-Inconclusive"	"E. coli (2010)"	"E. coli (2010)"	NA	7.244	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20452082	"VRMIL000.22"
"15060202"	"VR"	"Verde River"	"MILLER CREEK/Headwaters - Granite Creek/1"	"15060202-767"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AW-Inconclusive"	"E. coli (2010)"	"E. coli (2010)"	NA	7.244	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20452692	"VRMIL006.07"
"15060202"	"VR"	"Verde River"	"BUTTE CREEK/Headwaters - Miller Creek/1"	"15060202-768"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AW-Inconclusive"	"E. coli (2012/14)"	"E. coli (2012/14)"	NA	6.27	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20452688	"VRBTT005.70"
"15060202"	"VR"	"Verde River"	"ASPEN CREEK/Headwaters - Granite Creek/1"	"15060202-769"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AW-Inconclusive"	"E. coli (2016)"	"E. coli (2016)"	NA	5.848	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20452112	"VRASP005.07"
"15060202"	"VR"	"Verde River"	"MANZANITA CREEK/Headwaters - Granite Creek/1"	"15060202-772"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AW-Inconclusive"	"E. coli (2012/14)"	"E. coli (2012/14)"	NA	2.788	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060202"	"VR"	"Verde River"	"BANNING CREEK/Headwaters - Granite Creek/1"	"15060202-774"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AW-Inconclusive"	"E. coli (2016)"	"E. coli (2016)"	NA	6.243	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20452096	"VRBAN000.06"
"15060202"	"VR"	"Verde River"	"GOVERNMENT CANYON/Headwaters - Granite Creek/1"	"15060202-775"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AW-Inconclusive"	"E. coli (2016)"	"E. coli (2016)"	NA	4.35	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060202"	"VR"	"Verde River"	"SLAUGHTERHOUSE GULCH/Headwaters - Granite Creek/1"	"15060202-777"	"Category 4"	"FC-Inconclusive • BC-NotAttaining • AW-Inconclusive"	"E. coli (2016)"	"E. coli (2016)"	NA	1.177	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15060203"	"VR"	"Verde River"	"SYCAMORE CREEK (SYM)/Headwaters - Verde River/1"	"15060203-002"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	34.629	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20439720	"VRSYM016.44"
"15060203"	"VR"	"Verde River"	"SYCAMORE CREEK (SYM)/Headwaters - Verde River/1"	"15060203-002"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	34.629	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20439604	"VRSYM021.25"
"15060203"	"VR"	"Verde River"	"SYCAMORE CREEK (SYM)/Headwaters - Verde River/1"	"15060203-002"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	34.629	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	20440650	"VRSYM017.71"
